text,orig_lang
Δούλευε να φάς κ' εύρε νάχης,Greek
Εθ θα σου κάμω πουλλαν,Greek
Να μη του πης ούδι τ' πνιματ'κού,Greek
Ο καλός ο νοικοκύρ'ς κι σκλάβος κι άφέντ'ς,Greek
Τούμ πήρα μι ίσκιου,Greek
Είνι πικροαίματος,Greek
Το κούτσουρ' σε λιθάρι,Greek
Το γρόσι είναι γνώση,Greek
Κάθε πουλλίν με την φωνήν του σσιαίρεται,Greek
Το καλό το παλληκάρι ξεύρει κ' άλλο μονοπάτι,Greek
Πότες θα γεράσω να 'περηφανεύωμαι,Greek
Ας με λεν Αλημπεΐνα και ας ψοφάω από την πείνα,Greek
Ας σην οκνίαν ατ' τον γάϊδαρον 'τάϊ κουγίζ',Greek
κούκλα και το πιο διασκεδαστικό είναι ότι αγαπούσε τον εαυτό της χωρίς ναρκίσσα θα θέλατε.,Greek
Χιώτικην την ήπαθε,Greek
"Είντ' αφρίζεις και ξαφρίζεις, τον παρά μ' έδωσα θα σε φάγω",Greek
"Δίχα ρουφκιάκον, κάστρος εμ πέρνεται",Greek
Τον πήρε στο λαιμό τ',Greek
Όποιος σε 'γαπά σε κάμνει να κλαίης κ' όποιος σε εχτρεύεται σε κάμνει να γιλάς,Greek
Γαιδουρινό πείσμα,Greek
Ο λύκος με μυρμήγκια δεν χορταίνει,Greek
δεν έχω γνώμη επί του θέματος.,Greek
Πάει κι έρχεται σαν το φτωχό συμπέθερο,Greek
Καθείς τη λόγ' ατ' ας τζαφίεται,Greek
"Ο Θεός να φυλάη, απου τα πρωτοβρέξα",Greek
Ο λύκον ας σα μετρεμένα πα τρώει,Greek
"Δούλευε, τσαπάκι μου, κατά την εξοδιά σου",Greek
Άπ' το θέρος ώς τ'ς ελιές- δεν απολείπ'νε οι δουλειές,Greek
Άχερα και πίττουρα και κάπου κάπου αλέβρι!,Greek
Από σιγανόν ποτάμι ψηλά τα ρούχα σου,Greek
Αν μου πιάσης την μύτη σκάω,Greek
Το πονηρό πουλί πιάνεται με τα δυό ποδάρια,Greek
Πέτρα που κατρακυλά μουχό ποτέ δεν πιάνει,Greek
Άσπου δουλειά,Greek
Σαν η κότα στο μύλο,Greek
"Κ' κιά τρως, ριβίθια μαρτ' ράς",Greek
Τυρί καλό σε σκύλινο τομάρι,Greek
"Δεν είδα χαϊρ απ' τα μάτια, και θα διω απ' τα φρύδια;",Greek
Το κέρδος μάτια ανοίγει και μάτια σφαλά,Greek
Ταλιούρι διπρόσωπο,Greek
Μ' όλα τ' αγκάθια μάλωνε κι από τσ' ακνίδες λείπε,Greek
Του πρώτου τα πατήματα γιοφύρι του δευτέρου,Greek
Αθρώποι καλοπίχεροι ε τρώ – ν αβγό σφογγάτο τσαι σου διαόλου κουνενέ το θέλεις σκαρευτάτο,Greek
"Πάου τσαι 'γω, μάννα μ', με τα κάτεργα",Greek
Κοντά στο μουσαφίρη καλοπερνά κι' ο νοικοκύρης,Greek
Τν έκουψαν τμ πίττα,Greek
Είπ' ο διάουλους να γίν' ς κι έγινις,Greek
Πεινασμένος γάδαρος ξυλιές δε μετρά,Greek
Κατηραμένος κι αφορεσμένος και στον απόπατο γραμμένος,Greek
Ετάραξεν κ' η κοσκινού τον άνδρα της με τους πραματευτάδες,Greek
Παίξε γέλασε δεν έν,Greek
"Τόσ' ήτο η αγάπη μας σαν ένα πορτοκάλι, το κάψαμε, το φάγαμε, μήτ' ήταν, μήτ' εφάνη",Greek
"Άδικοχτισμένο σπίτι, πέφτει και γκρεμίζεται",Greek
Η πείνα 'ναι το καλύτερο προσφάι,Greek
"Ποιός ζει, ποιός πεθαίνει",Greek
Ηλιομάραντον μοιάζει,Greek
Έρθεν άντρασιμ' κι άσπρα η έγκεν και για τέρ' τα τέρτια τ' έγκεν,Greek
καλοσύνης και καλλιέργεια και εκλεπτυσμένη.,Greek
Του μιλίγαλου η βανεί με' στου σπίτ',Greek
Όπου γριά κακή βουλή κι όπου γέρος σκάνταλο,Greek
"Πόσει μέλιβ, βάλλει τζ' εις το γάλαν τ' όξινον",Greek
Απου τα νύχια ως τη γκορφή,Greek
Το ήμερο τ' αρνί από πολλές μάννες β'ζάν',Greek
Μουρλός γαμπρός περιμένει του πεθερού το βιός,Greek
Βάλε βράσε,Greek
Ο κόσκινος τα ξεδιαλύνει,Greek
Όποιος δεν θέλει ν' ακούση τα βαρδάλια δεν πάη στο μύλο,Greek
Αυτός έχ' το κεφάλι τ' στο ντουρβά,Greek
Δανεικό κι αγύρευγο,Greek
Τα μυαλά σ' και μνιά λίρα,Greek
Κούτσουρα λιθάρια!,Greek
"Σταλαματιά, σταλαματιά, γεμίζ' η στάμνα η πλατειά",Greek
Τη Καθαροδευτέρα στήννα τα μουνιά παντιέρα,Greek
Μι φασούλ' φασούλ' γιμώζ' του σακκουλ',Greek
Ακουνιά (η) είναι διακοντά,Greek
Γκαβός βελόνα γύρευε μέσα στην αχυρώνα κι άλλους κουφός από μιριά “αυτού σάματ' τσιγκάλτσι εκρότησε”,Greek
Σαν σ' αρέση Μπαρμπά Λάμπρο,Greek
Η μακρά με τον κοντό πάει σαν τον ποτασμό,Greek
"Ξενοθερίζεις τραγουδείς, μαύρο χειμώνα καρτερείς",Greek
Μεροδούλ' μεροφάϊ,Greek
Τα 'ασιλικά μολύβια 'εβ βουλού,Greek
"Κ'τσα προυΐ, κ'τσα βραδύ τσι κ'τσα το μεσημέρ' να κουτσαθή που τά 'σπιρνε τσαι που τα μαγερεύει",Greek
Δείτε το δοκίμιό του στην ηλεκτρονική διεύθυνση: The Free Universal Encyclopedia and Learning Resource.,Greek
Ταν ταν κοιλίαν εύκαιρον και δόντι ακονεμένα,Greek
Έχ' ν' απαλάμη τρύπια,Greek
Τον άφηκεν γρούλιον,Greek
"Κάμε με σοφό, να σε κάμω πλούσιο",Greek
"Όταν θέλη κάνει γάμο, όταν θέλη πανηγύρι",Greek
Δανείσου καλοπλέρωσε και πάλε στρέφε πάρε,Greek
Τα παλαιά τ' άχυρα βορρίζεις,Greek
Ια καλό και 'ια κακό πάρτε και μια γάτα,Greek
Πίσκοπος κρεμάμενος έγραφε κ' απόγραφεν,Greek
Σάν ο ρεμπής τήν εληά,Greek
Κατά τον μαστρΑντώνι και τα κοπέλλια του,Greek
"Η πρώτ΄ είν΄ η γυναίκα μου, η δεύτερη Κυρά μου κ΄ η τρίτη η στερνώτερη ραβδί του κεφαλιού μου !",Greek
Ό εστί,Greek
"Του σκ'λι πόχ' ν' αναπαψ', έχ' κι τμ πουδόλ'σσα",Greek
"Όποιος δεν έχει 'έρο, ναοράζη",Greek
"Η παστρική νοικοκυρά, όξω φτιεί μέσα κατουρά",Greek
Ο πάθος είν' ο γιατρός,Greek
"Αλεπού που κοιμάται, κόττες δεν πιάνει",Greek
"Βάγια Βάγια τω Βαγιώ, τρώνε ψάρια και κολιό, ως τεν άλλη Κυριατσή του μαμά κι του τσιτσί",Greek
Δυό πέτρες το βγάζουν τ' αλεύρι,Greek
Τα βάσανα τ' αθρώπου ποτέ δε σώνουνται,Greek
ζητώ πληροφορίες.,Greek
"δυστυχώς, πρέπει να πω όχι.",Greek
Απ' το να μπαίν' κι απ' τ' άλλου βγαίν',Greek
Οι την κάμηλον καταπίνοντες και τον κώνωπα διυλίζοντες,Greek
Έναν τζ' έναν κάμνουν δκυό,Greek
φοβάμαι.,Greek
Εν η κατζή πεθθερά που λαλούσιν,Greek
Κλώση 'κ εσ',Greek
Έκατσ' η μπομπή στο διάβα τσ' ανεγέλα τους διαβάτες,Greek
Οπού ξοδιάζει δεκοχτώ και δεν σοδιάζει τριάντα στην φυλακή τον βάλλονε και δεν ειρεύρει γιάντα,Greek
Ας με λένε σουπασίνα κι' ας ψοφάω από τημ πείνα,Greek
Με το μεγαλύτερό σου λάχανα μη φυτέψης,Greek
Τσ' ελιάς τό φύλλο 'ναι,Greek
Θέλει να κρυφθή πίσω από το δάχτυλό του,Greek
Πέρσι ψόφ'σε λαγός και φέτος βρώμ'σε,Greek
Παστρζικό τσανα τσ' έναι!,Greek
Δεν σοί έβαλα θηλιά ΄ς τόν λαιμό,Greek
Παχύν κατσίν έσει,Greek
Οι πολλοί το ν ένανα τον έχνα,Greek
"Όποιος ρωτάει τον κόσμο, τον κόσμο παίρνει",Greek
Αφκακές χαντσεύ,Greek
Δαν'κά κι αγύρ'στα,Greek
Αύτος φέρνει αναποδιαίς,Greek
"Εκειός που κυνηγάει δυό λαγούς, δεν πιάνει κανένανε",Greek
Ούλοι οι σκύλοι μιά γεννειά,Greek
Έναι για τα σίδερα,Greek
Τόβαλι κέρατα αυτήν,Greek
"Γαϊδουρίσια μούτρα, αρχοντική ζωή",Greek
"Ήρταν τα όρνια αφ΄τα βουνά, να βγάλουν τα βόδια από τις πάχνες των",Greek
Το γύφτο κάνουν βασιλιά κ΄ εκειός γυρεύει ρείκια,Greek
Νικολίτσα Βαρβαρίτσα 'μπρος 'πίσω είναι ο χειμώνας,Greek
Αηδουνουλαλάει,Greek
"Τί τα θές τ' αλλοιότικα, παρά για να ζουρλαίνεσαι",Greek
"Αν είνιν τα Σάββατα μακρυά, οι Κυριακές κουντά νη",Greek
Από μπρός μού γαδουρίζει κι' από πίσω παπαδίζει,Greek
"Η καμήλα μεγάλη είναι, μα το γαϊδουράκι την τραβάει",Greek
Παρά δεν δώνω,Greek
Ευχή γονιού σου άπαρε και στο βουνό ανέβα,Greek
Άπατα κ' αλογάριαστα,Greek
"Δώδέκα Σοποτεινοί, δέκα τρία καλαμάργια",Greek
"Το καλό πουλί, που τ' αυγό κελαδεί",Greek
Τί βρέχ' ο ουρανός και δεντο πίν' η γη;,Greek
Τέρατα τσι σημεία!,Greek
Το λόγο μ ας σο κιφάλ έκοψεν,Greek
"Φάει λάδι, κι' έλα βράδυ",Greek
Όπως ήυρες νύφη όχι όπως ήξερες,Greek
"Νάκαναν οι μύγες μέλι, θάτρωγα και γω η καημένη",Greek
Όποιος λέγει λίγα κερδίζει πολλά,Greek
Τα ξένα παραπαίνα τα και μη τα παραδέρεις,Greek
"Με τον νου πλουταίν' η κόρη, με τον ύπνο η ακαμάτρα",Greek
Ο αγάς έχει κι αλλού αγά,Greek
"Έχει τ' αντρόγενο χολή, έχουν τ' αδέρφ' αμαχή, έχει κ' η μάννα με παιδί, όσο να μπη και να 'βγη",Greek
Η οργή του Θεού απο τα κεραμίδια κετεβαίνει,Greek
Αδικιάς σπυρί κι αν φυτρώσ' δεν σταχυάζ',Greek
Ιδού η Ρόδος ιδού και το πήδημα,Greek
Ο μισητής κλαρ΄νόμος,Greek
"Να σι κάψου Γιάννη, να σι 'λείψου μύξαν",Greek
Κριμαστουκαν οι πουδγιές κι σκεπάσαν τις πομπές,Greek
Να γλύφ'ς κι τα δάχ'λα σ',Greek
Μηδ' ο Μάρτης καλοκαίρι μηδ' ο Άουστος χειμώνας,Greek
Η αλεπού αργάτες γύρευγε τσαί τσείνη αργατολόγαγε,Greek
Εμβάτε σκύλ' αλέσετε κι αλεστικό μή δώσετε,Greek
Ο λόγος φέρν' επίλογο,Greek
Εγώ να σου πω ντάμι και συ ευρέ την πόρτα,Greek
Πολύ το κύριε ελέησο βαρεί και του Θεού,Greek
Στο μεζέ σ' λίγο λεμόνι,Greek
"Σαν δεν μοιάζομαι, δεν συμπεθεριάζαμαι",Greek
"Γύφτο κάμνουν βασιληά, κι αυτός τα ξύλα συντηρά",Greek
Πήραν το κεφάλι τ' αέρα,Greek
Την προκοπή του καβούρου,Greek
Το 'κοψε ντουμάνι,Greek
Τουν γιλάει ου καθρέφτ'ς,Greek
Κόστ'σε ένα διάβολο και μισό,Greek
Ήλθε ο λαχανάς,Greek
"Όταν ο νοικοκύρις τραβά το βόδι από το κεφάλι, ο ξένος το τραβά από την ουρά!",Greek
Εγυρευκά το στον Ουρανό κ' ηύρα το στη γη,Greek
Έρριξε τα κουκκιά,Greek
"Τα κακά κοιττούμενα, οι σκύλλοι τα τρώσιν",Greek
Έσυρα τ' λιναριού,Greek
Να 'χεν ο Μάρτης τριά νερά κι Απρίλης ούλλος ένα κι ο Μας ο καλορίζικος να 'χεν 'κόμα κανένα,Greek
Είναι μέλι και γάλα,Greek
Δεν έχω διάφορο,Greek
Που τον ξέβρασες αυτόν ... Τον ξέβρασε η θάλασσα,Greek
"Εν τω ναώ εργάζεστε, εν τω ναώ τραφήσεστε",Greek
"Χεμ' κλέφτες, χεμ απανώτερος",Greek
Κάψε λαγό να γδής πηδήματα,Greek
"Θυμώννει ό λα΄ώς με το βουνί, μ΄ έσει και το βουνί χαπάρι;",Greek
Είνι του βρακί τ',Greek
"Κιάν πέσαν τα δαχτυλίδια μου, τα δάχτυλά μου τάχω",Greek
Ο μύλος με την ακουήν λέθει,Greek
Που καιρός για κέντημα!,Greek
Ο Θεός να σε φυλάη από φαή Μπαμπακίτικο,Greek
Πιρνά του νιρό απουκάτ' απ' τ' άχυρου,Greek
Απού 'χουν τα μαλλιά τα 'χασα κ' οι κουτρούλες τα λουστήκα,Greek
Τ' απίδ' κάτ' πε την απιδιά πέφτ',Greek
"Στη γειτονιά σου γύρεξε, στο σπίτι σου δανείσου",Greek
"Ο φτωχός με τα θ΄μάται, χαίρεται",Greek
"Μήτε γάτα, μήτε ζημιά",Greek
Του κόσμου το περίπαισμα τοκ κόσμον ενεέλα,Greek
Έχει νουν θηλειού,Greek
"Πολυπαιδούσα, ανέβγλατη, και χιλιοστερεμένη!",Greek
"Βαθά μ' η νύχτα τσ' η γιαυγή, σα νάχου μάννα τσ' αδερφή",Greek
"Τον αράπην κι αν λευκαίνης, άδικα τον κόπον χάνεις",Greek
Άλλ' σκάβ'ν κι κλαδεύ'ν κι' άλλ' πίν'ν κί μιθούν,Greek
Νιά έμον  τσαι γέρακα,Greek
"Δεν είσαι ξένη του σπιτιού, είναι π' αποξενεύεσαι",Greek
"Γέρημη καρκιά επείναν, τζαι τα μάδκια εν εκλείαν",Greek
Πίστεψε τον Αλή και βάρ' τον Καραλή,Greek
"Τα βάσανα γερνούν την καρδιά, όχι τα χρόνια",Greek
"Ναχα (ή ας είχα) τη νιότη σου, μα όχι την παληκαριά σου",Greek
"Ένας τάκος χίλια μίλια, χίλιοι τάκοι ένα μίλι",Greek
Ο κόσμος τώχει τούμπανο κ' εμείς κρυφό καμάρι,Greek
"Με της δυό μου θυγατέρες, δεκαοχτώ γαμπρούς επήρα",Greek
Αποβδόμαδα θα πή … να πάς καλιά σου,Greek
"Αν είσαι τσαί παπάς, με τ'ν αράδα σου θα πας",Greek
"ετοιμάστηκα για το κρεβάτι της μητέρας, πραγματικά ελπίζω να γίνει πραγματικότητα το όνειρό μου, ξέρετε ω ναρκίσσα την επόμενη μέρα, καθώς η ναρκίσσα και η μητέρα της ήταν έξω στον κήπο τους μια όμορφη.",Greek
Απ' όγκρωνεται του γονιού παρά γωνιάς τζοιμάται,Greek
"Παρά να σε γδύσουν άλλοι, κάλλιον εγώ, κουμπάρε",Greek
Θυμώνις για στσύλλους γίνιοι,Greek
Ούτε για καλό ούτε για κακό είναι,Greek
Ο διακονιάρης είναι ψυχοβγάλτης,Greek
"θα ζούσε τη ζωή της εκείνη την ημέρα δύο φίλοι ήρθαν να επισκεφτούν τη μητέρα του ναρκίσσου που ήταν mellie και ο Terry οι τρεις τους ήταν φίλοι για αιώνες, αλλά η Terry και η Έλλη είχαν ένα μυστικό και οι δύο.",Greek
Κάλλιο στο μάλι μου παρά στο κεφάλι μου,Greek
Θα με πάρης σβάρνα,Greek
"Ζευγάς προυκίζει τα παιδιά, ο μύλος δεν προυκίζει",Greek
"Όσο ζω και δεν ποθαίνω, τόσ' ακούω και μαθαίνω",Greek
Γύρ΄τσε το φύλλο,Greek
Όλοι οι κάμποι δε βγάζουν τα ίδια λουλούδια,Greek
Η καλή μέρα απ' το ταχ' νό δείχνει,Greek
Τον εξεκοκκάλισε,Greek
Του μωρού η τσ'λιά δισάτσι τσαι λωλός που τη γιμόζει,Greek
Μην ακούης ένα και να κρένης δύο,Greek
Η γέρος διμονίζεται κι' η γ'γιά πηδά τα κάρ'να,Greek
Έ(β)αλε το νερόν στ' αυλάκι,Greek
Όπου γάμος και ποτήρι δέξου και τον κύρ Σωτήρι,Greek
Μου τριψε αγουρίδα στα μούτρα,Greek
Κόσμους κι κουσμάκ'ς,Greek
Η καλή ημέρα από την αυγή φαίνεται,Greek
"Δός μου, τζυρά, τον άντρασ σου τζαι πκιάσ εσού τόγ κόπανον",Greek
Τρεις τα γέννα τρεις τα Φώτα,Greek
Θεέ  Δημητρίου,Greek
Όγνοιος γάδαρος κι εγώ σομάρι,Greek
"Να κλαίσιν οι σηράτες, αμμά τζ' οι παντρεμένες;",Greek
Κάμε καλό του λαγού να σηκωθή να φύγη,Greek
Τώρα που γιν η θάλασσα μέλι έσπασε το κουτάλι,Greek
Να μ' δώης νια πιντάρα τυρί κι ναν' κι σβώλους,Greek
Όποιος ευρίσκει χαίρεται κι' όποιος γνωρίζει παίρνει,Greek
Η δουλειά διώχνει τή φτώχεια,Greek
Τ' ακριβό το πράμμα έχει τον παρά του μέσα. Το ακριβό είναι και στέρεο,Greek
Σάβαν βασταίνει κερί κρατεί! (ασθενικός) και τον Αϊ – Γιαννη περικαλεί,Greek
"Αχάριστον ευεργετείς, νεκρόμ μουγιάζεις",Greek
"Συμπεθεριά και κουμπαριά, αλάργ' από τη γειτονιά",Greek
"Καλώς τινα, καλώς τινα. Πάρε ένα ξύλο και δώσ' τηνα",Greek
"μπορείς να με καλύψεις ήρθε η ώρα να φύγω και παιδιά καλύτερα να πάω, πράγμα που σημαίνει ότι πρέπει να φύγω ήδη.",Greek
Κατά το μάστορ' και τα τσιράκια ττ΄,Greek
Το βελουδένιο πάπλωμα θέλει κι οξύ σεντόνι και μαξιλαρια κεντητά και κόρην κρυσταλλένια,Greek
Εννιά και μία δέκα ν΄ ακούς και τη γυναίκα,Greek
Έκαμε τη μύξα του νεύρο,Greek
"Το κοντό μας γαδουράκι, είνε πάντα πουλαράκι",Greek
Αλε τα μαλλιά σου μέσα,Greek
Καινόργι' αγάπ' αν έκαμα έχω και την παλιά μου,Greek
"Το φαΐ να το αφήνης, την δουλειά όχι",Greek
"Όξ α' θηλυαστή και κρεμαστή μονάχος, άλλο κάνα πράμμα, δε μπορή ναν τον ευχαριστήση τον αχάριστον!",Greek
Του μαστόρου η ΄υναίκα ώραν επείνασε άμΜ' ημέρα ΄έν επείνασε,Greek
Απ αυτό το πλευρό να κοιμηθής,Greek
Του σκ'λί στου γάμου δεν παχαίν',Greek
Τά ριξε τ' αυτιά!,Greek
Πλατάνοι σηκώνει,Greek
"Κατακαημένε αθρώπε, μια λίτρα κρίας γεννείσαι σαν πύργος θεμελιώνεσαι, σα διάργυρος σκορπιέσαι",Greek
"Οι πόρτες εγ για ναβ βαδωμένες, τζαι τα παραθύρκα ανοιχτά",Greek
"Σκυλί που γαβγίζ', δε δαγκάν'",Greek
Ο γάμος κ' η λύπη είναι φωναράδες,Greek
Τα 'θελες και τα 'παθες,Greek
Δεν του βγάζει πλώρη,Greek
"Μέν ακούς, τ' ακούς",Greek
Όλ' η θάλασσα είν' αρμυρά και στη μέση φαρμάκι,Greek
"Που να βρης μπαλώματα, για 'πο τ' απάνου ως κάτου",Greek
"Κόλος που κλάνει, ποτέ γιατρό δεν βάνει",Greek
Μήδ' από τ' γάτα σου γατί δε θέλου,Greek
"Αλήμενι, αλήμενι ηγένικιν η καρτιά μου ίσα μι του σύκου του κουννίν",Greek
Το δίκαιο του ισχυροτέρου περνάει παντού,Greek
"Μια στο καρφί, μια στο πέταλο",Greek
Μην ξεγυμνώνεσαι πριν να πυρώσ' ο λουτρός,Greek
Τον ξέρω τι κουμάσι είναι,Greek
Μας κάνει τον καμπόσο,Greek
Άλλος τόχει και το κατουρεί κι' άλλος δεν τόχει και το λαχταρεί,Greek
Μη κατακρίνης και κριθής κι αναγελάς και πάθης,Greek
Του φταίει το γαγ'δούρι και δέρνει το σαμάρι,Greek
Από κούρακα κρα θ' ακούσεις,Greek
"Αρκή βροσής άνεμος, τζαί του θανάτου πρίσμαν",Greek
Σαν αρνί ήσυχος,Greek
"Δεν είδ' απ' τα μάτια, θα ιδώ απ' τα φρύδια!",Greek
Ούτε στον Άδη να μη σε' απαντήσω,Greek
Τ' αβγά δε τ' αλωνίζνα,Greek
Όποιος έχει τα γένεια έχει και τα κτένια,Greek
Αδ δεδ δουλέψης μισταρκός εν τρώεις σαν αφέντης,Greek
Είναι νύχ' και κρέας,Greek
"Με τα πίτυρα ανακατώνεσαι, τα γουρούνια θα σε φαν",Greek
"Ο καλός, καλό δεν έχει κι ο κακός ασκόνταμα",Greek
"Ούλα τα δέντρα 'ναι, τσαί τα κλαριά 'ναι τσ' άνθρωπος 'πό τον άθρωπο μεγάλη διαφορά 'ναι",Greek
Έδουκι κί πήρι,Greek
Να φυσήξη ο νους τ' ανθρώπου!,Greek
Άλλα λέγω του παππά και άλλα μου καλαναρχά,Greek
"Αν άκουε ο Θεός τον κόρακα, γαϊδούρι δεν θα υπήρχε",Greek
"Κάθεται, κάθεται, την καμήλα τσους τη λέγει",Greek
Έχασι τ' αυγά κι τα καλάθια,Greek
Μια άλλη φράση που χρησιμοποιούν οι Αμερικανοί είναι πολύ κακό που το εξηγεί και.,Greek
Άε στον άνεμο,Greek
"Ο παντρεμένος καθ' αργά θέτει με την κοκόνα, κι' απάντρευτος 'σαν γάιδαρος θέτει 'ς τον αχεριώνα",Greek
Δέν δίνει ούτε τή θέρμη του,Greek
Ο Θεός στέλνει το κρύο κατά τα ρούχα,Greek
Καθένας βράζ' μι του ζ' μί τ',Greek
"Βοσκά, γρούνα μ' τι γαϊδούρα μ' νη να ιδούμε ποιόν θα σαμαρώσουν",Greek
Ντουνιά μ' Κυπαρισσία μ'!,Greek
Έχει μυαλό από φελλό,Greek
"Φούντα πήις συ, γύρζα γω",Greek
"Σαν αρτυθώ, να φάγ' αρνί, κι' αν φάγω να' ναι ψάρι",Greek
Και τα πουλιά που κελαϊδούν το Θεό δοξολογούνε,Greek
Τ' απίδι πέφτ' ποκάτω 'πό την απιδιά,Greek
"Όποιο δάχτυλο να κόψω, πονεί",Greek
"Λύκο βλέπουμε, ντορό ζητάμε",Greek
Ο Οβριός όταν μουχλουζέψη τα παλιά κατάστιχα κοιτάζει,Greek
Που σηκωστή με τοθ θυμόμ με τη ζημιάθ θα κάτση,Greek
Η νύχτα κάμει επίσκοπο κι' η αυγή μητροπολίτη,Greek
"Πότ' αυγό, πότε τυρί δεν μας λείπει η αρτυμή",Greek
"Αλαφρόϊσκιωτος ειν', και βλέπει ονείρωτα εξότηνος !",Greek
"Πρώτα εκειός που ορίζει, κι απ' ακλούθα οι άλλοι",Greek
"Τόν λείπει μάννα, δέν τόν λείπει λαγγιόλι",Greek
Όποιους μικρουμάθ' δι γερουνταφήν',Greek
Νοτοβολίες τον Άουστον: Καλός γρόνος,Greek
Ου άνθρουπους είνι κασσέλα κλειδουμέν',Greek
Τούτος ο ανήφορος έχει και κατήφορο,Greek
Πάντα αυτός έχει το ζνόρ' απολμένο (για καβγά),Greek
Τ' αγγειό πουλεί το πράμμα!,Greek
Γούλα μας σωστά κι ο γάμος μας Τετράδ',Greek
Λάχανα στην μάννα μου λάχανα στον άντρα μου κάλλιο με την μάννα μου πάρεξ με τον άντρα μου,Greek
"Ότα γεννιέται θηλυκό παιδί, τρίζουν οι τέσσαρες αγκωνές του σπιτιού",Greek
Ή χήνα ή σκατίνα,Greek
"Όποιος γεννηθή στη φυλακή, τη φυλακή γυρεύει",Greek
Αε αλάργα νάρθειςγλήορα,Greek
Άνοιξε η γης και τον κατάπιε,Greek
"Ακόμη δεν καββαλίκεψε, τα ποδάρια του κουνάει",Greek
"Η Βικιπαίδεια (αγγλικά: Wikipedia, γουικιπίντια) είναι διεθνής, παγκόσμια, ψηφιακή, διαδικτυακή, ελεύθερου περιεχομένου, εγκυκλοπαίδεια, που βασίζεται σε ένα μοντέλο ανοικτό στη σύνταξη του περιεχομένου της.",Greek
Αέρα ζευγαρίζεις,Greek
Να του βρακί τ'!,Greek
Μωρίας το ανάγνωσμα,Greek
"Άι Γιώργη Σκυριανέ, άι Νικόλα ψαριανέ, Ταξιάρχη Παναρμιώτη και αι Γιάννη Κρανιδιώτη",Greek
Η Γιαλ'πού εκατό χρονού τσαί τ' αλ'πόπ'λο εκατό δέκα,Greek
Δεκαπέντισεν ο Αύγουστος; Πυρώσου και μη ντρέπεσαι,Greek
Θέλει να μάθη τη ριζοδοντιά μας,Greek
Η ακρίβεια φέρ' κι η φτήνεια,Greek
"Ό,τι δεν θέλει κανείς δεν κάνει",Greek
Δεν άκουσες Δράκου φωνή,Greek
Τα ξίνισαν ή ξινίστηκαν,Greek
Τετράδη και Παρασκευή να νύχια σου μη κόψης. Την Κυριακή μη ξυρισθής αν θέλης να προκόψης,Greek
Κακά εν τα γεράματα,Greek
Σαν πέρα δίπλα βάλτι τουν δεν ξέρου τι μη βρίσκει,Greek
"Αν θέλ'ς πλούτη και τιμή, μην κοιμάσαι την αυγή",Greek
Είναι του διαβόλου ανίψι,Greek
"Η αγάπη, ανάθεμάτη, στην αρκή είναι γλυκιά, μα στη μέση πιπερίζει, και στο τέλος είν' πρικιά",Greek
Ας είν' καθάριον το γυαλί κι' ας φα' πο κείνον που λαλεί,Greek
"Α δεν τα σάξη ο Θεός, ποιός θαν τα σάξη!",Greek
Δεν παίζομε τα κότσια δω,Greek
Η πείνα κάστρα καταλά και χώραις παραδίνει,Greek
Το ξύλο πελέκα το να ξιμπερδεύγη,Greek
Και σαλό δεν είχαμε μόν τον γέρον χούχουτο,Greek
ζητώντας από κάποιον να περιμένει.,Greek
Ήρθι στν κόψ΄ απ΄ το μαχαίρ΄,Greek
"Θάλασσα, πυρ και γυνή",Greek
"Τ' έναν τ΄ ομμάτνατ σ΄ Αϊλαλού, και τ' άλλο σ' Αϊκώστα",Greek
Όλοι γελούσαν μετ' εμένα χάνουμαν κ' ιγώ απ' τα γέλια,Greek
"Ένα σκ'λι π' δε σι δαγκών', ας σ' αλ'χτά(η)",Greek
"Αγιά Βαρβάρα γέννησι, Σάββας υιγίον εποίκεν, γι' Άγιος Νικόλας έτρεξε να πά ΄τονε βαφτίση μέσ΄στα χιόνια χιονισμένος και μέσ΄στα νερά βρεμένος",Greek
Πού να πάρω και πού να δώκω;,Greek
"Αν έχης μοίρα διά(β)αινε, και ριζικό περπατεί",Greek
Όποιος ευεργετεί τογ κακόν 'μοιάζει 'σαν εκείνους που θρέφουν ξένους σκύλους κ' ύστερα τους βαβίζουνε!,Greek
Νειάζει σαν τη γάτα!,Greek
"Σαν πεθάνω εγώ, φούρνος να μην καπνίση",Greek
Το κακό σκυλί δεν ψοφάει,Greek
Ο κόσμος αποτρύγας κι η γριά έπλεκε σφεντόνα,Greek
"Όσο βαρύ το μάλαμα, τόσον αξίαν έχει",Greek
Δεν ξέρει τα κακά της μοίρας του,Greek
ξέρετε.,Greek
Είνι καλό αυτό του ρούχου; Κρούη ου μύλους κι' η μισή η φτιρουτή,Greek
"Το αίμα νερό δε γίνεται, κι αν γίνη δεν πίνεται",Greek
Τάδε σκούρα,Greek
Να πλουτίζανε οι κλέφτες θε να πλουτίσουν κ' οι μποντικοί,Greek
"Της αγιάς Μαρίνας σύκο τ' άι Τσηρύκου φάε καρύδι, τ' άι Λιά φάει σταφύλι, πάρε τσαί στο πανηγύρι",Greek
Στον πάτο παίρ' ο μυλωνας το ξάϊ,Greek
Ήσαν συ κουμπλές κι πήρις τον σβάρνη!,Greek
Με το βαμπάκ' σι ρφάει το μάτ',Greek
